jasc_code,title,ata_chapter,ata_chapter_title,definition,system_level,wiring_code,single_engine_piston,multi_engine_piston,turboprop,business_jet_transport_jet,rotorcraft,notes,source,source_last_updated,source_url
5346,"Fuselage, Powerplant Attach Fittings",53,Fuselage,"For reports of the fittings on the fuselage used for the attachment of the powerplant. (i.e., the center engine on tri-engine airplanes).",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5347,"Fuselage, Seat/Cargo Attach Fittings",53,Fuselage,For reports of the fittings on the fuselage used for the attachment of seats and cargo restraint mechanisms.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5350,Aerodynamic Fairings,53,Fuselage,"For reports of all fixed and removable aerodynamic fairings between the fuselage and wing/flap/empennage/pylon/nacelle attach points, tail cones and radomes. Also includes the fairings on rotorcraft tail cones. Typical parts are tail, radome, fairing, stiffener, skin, screw, fillet, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5397,"Fuselage Main, Bulkhead Fuselage wiring",53,Fuselage,For reports indicating a problem with wiring specific to the Fuselage System.,0,1,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5400,Nacelle/Pylon Structure,54,Nacelles/Pylons,For reports of structural units and associated components and members which furnish a means of mounting and housing the powerplant or rotor assembly. Includes the structure of powerplant cowling inclusive of the structural portion of the inlet whether or not integral with the aircraft. Structural portions of the exhaust system are excluded where they are not integral with the airframe. Use this code when there is insufficient information to file in a more specific JASC 5400 series code. NOTE: The use of this code should be avoided if possible as a reported defect is not likely to involve both pylon and nacelle.,1,0,0,0,0,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5410,"Nacelle/Pylon, Main Frame",54,Nacelles/Pylons,For reports of the structure which houses and supports powerplants. Includes the firewall and all structure aft on multi-engine aircraft and firewalls on single engine aircraft. Does not include engine mounting or cowling.,0,0,0,0,0,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5411,"Nacelle/Pylon, Frame/Spar/Rib",54,Nacelles/Pylons,"For reports pertaining to the main frame, spar, or rib structure on the nacelles or pylons.",0,0,0,0,0,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5412,"Nacelle/Pylon, Bulkhead/Firewall",54,Nacelles/Pylons,"For reports pertaining to the bulkhead or firewall structure on the nacelles or pylons which houses and supports the powerplants. Does not include the engine mounting or cowling. Typical parts are firewall, bulkhead, skin, stringer, beam, splice plate, etc.",0,0,0,0,0,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5413,"Nacelle/Pylon, Longeron/Stringer",54,Nacelles/Pylons,For reports pertaining to the longeron or stringer structure on the nacelles or pylons.,0,0,0,0,0,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5414,"Nacelle/Pylon, Plate/Skin",54,Nacelles/Pylons,For reports pertaining to the plates or skins on the nacelles or pylons.,0,0,0,0,0,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5415,"Nacelle/Pylon, Attach Fittings",54,Nacelles/Pylons,"For reports on the fittings on the nacelles/pylons used for the attachment to its connecting structure, powerplant, thrust reverser, and for the support of equipment within the nacelle/pylon.",0,0,0,0,0,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5420,Nacelle/Pylon Miscellaneous Structure,54,Nacelles/Pylons,"For reports of miscellaneous structure on the nacelle/pylon structure which aids in the support of the primary structure. Includes such items as brackets, channels, stiffeners, doublers, clips, etc.",0,0,0,0,0,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5497,Nacelle/Pylon System Wiring,54,Nacelles/Pylons,For reports indicating a problem with wiring specific to the Nacelle/Pylon System.,0,1,0,0,0,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5500,Empennage Structure,55,Stabilizers,The horizontal and vertical stabilizers include the structure of the elevator and rudder. For general reports of empennage structure which affect two or more surfaces or are reported with insufficient information to file in a more specific JASC 5500 series code. This code is also used for reports that pertain to flying wires.,1,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5510,Horizontal Stabilizer Structure,55,Stabilizers,For reports pertaining to the structural aspects of horizontal stabilizer and stabilators or canard. Includes fuselage and boom-to-surface attach fittings. Does not include actuating mechanism filed in JASC code 2742.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5511,"Horizontal Stabilizer, Spar/Rib",55,Stabilizers,For specific reports of spars/ribs on the horizontal stabilizer.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5512,"Horizontal Stabilizer, Plate/Skin",55,Stabilizers,For specific reports of plates/skins on the horizontal stabilizer.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5513,"Horizontal Stabilizer, Tab Structure",55,Stabilizers,"For reports pertaining to the structure and attachment of the tab surface mounted on movable stabilizers and stabilators. Includes hinge brackets and bearings/bushings. Does not include the actuating mechanism filed in JASC code 2740. Typical parts are hinge, skin, rib, spar, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5514,Horizontal Stabilizer Miscellaneous Structure,55,Stabilizers,"For reports of miscellaneous structure on the horizontal stabilizer structure which aids in the support of the primary structure. Includes such items as brackets, channels, stiffeners, doublers, clips, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5520,Elevator Structure,55,Stabilizers,"For reports pertaining to the structural aspects of the movable airfoil hinged to the horizontal stabilizer for longitudinal control. Includes the ""ruddervator"" on V-tail aircraft and balance weights. Does not include the stabilator structure which is filed in JASC code 5510 or the torque tubes which are filed under the actuating mechanism in JASC code 2730. Typical parts are hinge, hinge fittings, bearing, bolt, miscellaneous structure, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5521,"Elevator, Spar/Rib",55,Stabilizers,For specific reports of spars/ribs on the elevator.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5522,"Elevator, Plate/Skin",55,Stabilizers,For specific reports of plates/skins on the elevator.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5523,"Elevator, Tab Structure",55,Stabilizers,"For reports pertaining to the structure of elevator trim surfaces hinged to elevators and ""ruddervators."" Includes hinge fittings and associated bearings and bolts. Does not include actuating mechanism filed in JASC code 2731.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5524,Elevator Miscellaneous Structure,55,Stabilizers,"For reports of miscellaneous structure on the elevator structure which aids in the support of the primary structure. Includes such items as brackets, channels, stiffeners, doublers, clips, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5530,Vertical Stabilizer,55,Stabilizers,The structural aspects of the fixed vertical surface attached to the fuselage including the dorsal fin.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5531,"Vertical Stabilizer, Spar/Rib",55,Stabilizers,For specific reports of spars or ribs on the vertical stabilizer.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5532,"Vertical Stabilizer, Plate/Skin",55,Stabilizers,For specific reports of plates or skins on the vertical stabilizer.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5533,Ventral Structure,55,Stabilizers,"For reports pertaining to the ventral structure and skin of the ventral fin mounted on the lower, aft fuselage for added directional stability. Typical parts are skin, rib, rivet, and miscellaneous parts, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
5534,Vertical Stabilizer Miscellaneous Structure,55,Stabilizers,"For reports of miscellaneous structure on the vertical stabilizer structure which aids in the support of the primary structure. Includes such items as brackets, channels, stiffeners, doublers, clips, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
